name,platform,year_of_release,gendre,publisher,developer,rating
Knockout Kings 2002,XB,2002,Sports,Electronic Arts,Electronic Arts,T
Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,Pacific Century Cyber Works,T
Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,,
Panzer Dragoon Orta,XB,2002,Shooter,Sega,Smilebit,T
Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,,
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,Human Soft,E
Hey Arnold! The Movie,GBA,2002,Platform,THQ,,
Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,LucasArts,T
Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,,
Riding Spirits,PS2,2002,Racing,BAM! Entertainment,Spike,E
Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment,Konami,T
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Adventure,NewKidCo,Cinegroupe,E
Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,Surreal Software,M
Bionicle: Matoran Adventures,GBA,2002,Platform,Electronic Arts,,
ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games,Tantalus Interactive,E
Backyard NFL Football,GC,2002,Sports,Infogrames,,
All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,Acclaim,E
Super Robot Taisen R,GBA,2002,Strategy,Banpresto,,
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,KCET,T
Bomberman Generation,GC,2002,Adventure,Vivendi Games,Hudson,E
Triple Play 2002,XB,2002,Sports,Electronic Arts,Pandemic Studios,E
Spy Kids Challenger,GBA,2002,Platform,Disney Interactive Studios,,
WipEout Fusion,PS2,2002,Racing,Sony Computer Entertainment,Studio Liverpool,E
Medabots AX: Metabee,GBA,2002,Role-Playing,Natsume,,
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002,Sports,Konami Digital Entertainment,,
Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,Namco Bandai Games,,
Nickelodeon Party Blast,GC,2002,Misc,Atari,Data Design Interactive,E
Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,Vivendi Games,Runecraft,E
NBA Courtside 2002,GC,2002,Sports,Nintendo,Left Field Productions,E
Britney's Dance Beat,PS2,2002,Misc,THQ,Metro Graphics,E
Genma Onimusha,XB,2002,Action,Capcom,Capcom,M
NCAA College Basketball 2K3,PS2,2002,Sports,Sega,Kush Games,E
XS Airboat Racing,PS,2002,Racing,XS Games,,
Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,Double Helix Games,T
World Series Baseball,XB,2002,Sports,Sega,Blueshift,E
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,VU Games,T
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,Vicarious Visions,T
NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,989 Sports,E
Rocket Power: Beach Bandits,GC,2002,Platform,THQ,Evolution Games,E
Mega Man & Bass,GBA,2002,Platform,Capcom,,
Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,EA Sports,E
NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,SCEA,E
NHL FaceOff 2003,PS2,2002,Sports,Sony Computer Entertainment,989 Sports,E
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,7 Studios,M
Whirl Tour,PS2,2002,Sports,Crave Entertainment,Papaya Studios,E
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,Overworks,T
Dino Stalker,PS2,2002,Shooter,Capcom,Capcom,M
Tetris Worlds,GC,2002,Puzzle,THQ,Radical Entertainment,E
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,Acclaim Entertainment,,
Nickelodeon Party Blast,XB,2002,Misc,Infogrames,Data Design Interactive,E
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,,
Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision,Stealth Studios,T
NFL 2K3,GC,2002,Sports,Sega,Visual Concepts,E
Britney's Dance Beat,GBA,2002,Misc,THQ,Art,E
Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,Core Design Ltd.,E
Disaster Report,PS2,2002,Action,Agetec,Irem,T
Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,Lucky Chicken,E
Conflict Zone,PS2,2002,Strategy,Ubisoft,MASA Group,T
BloodRayne,XB,2002,Shooter,Universal Interactive,Terminal Reality,M
Summoner 2,PS2,2002,Role-Playing,THQ,Volition Inc.,T
The Land Before Time: Big Water Adventure,PS,2002,Platform,TDK Mediactive,,
Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,Ion Storm,M
JSRF: Jet Set Radio Future,XB,2002,Action,Sega,Smilebit,T
NCAA Football 2003,GC,2002,Sports,Electronic Arts,EA Sports,E
NHL 2003,XB,2002,Sports,Electronic Arts,EA Sports,E
NHL 2K3,PS2,2002,Sports,Sega,Treyarch,E
Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,Tecmo,E
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,Takara,E
Power Rangers: Wild Force,GBA,2002,Action,THQ,Natsume,E
Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc,Acclaim Entertainment,Powerhead Games,E
Crazy Taxi 3: High Roller,XB,2002,Racing,Sega,Hitmaker,T
MLB SlugFest 20-03,XB,2002,Sports,Midway Games,Gratuitous Games,E
NBA 2K2,XB,2002,Sports,Sega,Visual Concepts,E
Spy Hunter,GC,2002,Racing,Midway Games,Point of View,T
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,2002,Misc,Sammy Corporation,,
Mat Hoffman's Pro BMX 2,XB,2002,Sports,Activision,Rainbow Studios,T
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,Big Sky Software,E
Looney Tunes: Space Race,PS2,2002,Racing,Infogrames,Tantalus Interactive,E
Shaman King: Spirit of Shamans,PS,2002,Action,Namco Bandai Games,,
The Fairly Odd Parents: Enter the Cleft,GBA,2002,Platform,THQ,,
The Thing,XB,2002,Adventure,Vivendi Games,Computer Artworks,M
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,Virgin Interactive,Snowblind Studios,T
UFC: Tapout,XB,2002,Fighting,Crave Entertainment,,
Dexter's Lab Chess Challenge,GBA,2002,Misc,BAM! Entertainment,,
Big Mutha Truckers,XB,2002,Racing,Empire Interactive,Eutechnyx,T
Dinotopia: The Timestone Pirates,GBA,2002,Action,TDK Core,RFX Interactive,E
NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,989 Sports,E
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,Capcom,Capcom,T
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,Capcom,E
Tales of the World: Narikiri Dungeon 2,GBA,2002,Role-Playing,Namco Bandai Games,,
2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,Software Creations,E
Frogger's Adventures 2: The Lost Wand,GBA,2002,Adventure,Konami Digital Entertainment,Konami,E
SSX Tricky,GBA,2002,Sports,Electronic Arts,Visual Impact,E
Lunar Legend,GBA,2002,Role-Playing,Media Rings,Magic Rings,E
Gungrave,PS2,2002,Shooter,Activision,Seta Corporation,M
Transworld Surf,PS2,2002,Sports,Atari,Rockstar San Diego,T
The Scorpion King: Sword of Osiris,GBA,2002,Action,Vivendi Games,WayForward,E
Sega GT 2002,XB,2002,Racing,Sega,Wow Entertainment,E
Blood Omen 2,XB,2002,Action,Eidos Interactive,Crystal Dynamics,M
La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,Nippon Ichi Software,T
Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Misc,Microsoft Game Studios,,
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,Krome Studios,E
Monopoly Party,XB,2002,Misc,Infogrames,,
Atari Anniversary Advance,GBA,2002,Misc,Atari,Digital Eclipse,E
Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,Eighting/Raizing,T
Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,Midway,T
Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,Pyro Studios,T
Super Mario 3D Land,3DS,2011,Platform,Nintendo,Nintendo,E
Just Dance 3,Wii,2011,Misc,Ubisoft,Ubisoft,E10+
The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
Battlefield 3,X360,2011,Shooter,Electronic Arts,EA DICE,M
Battlefield 3,PS3,2011,Shooter,Electronic Arts,EA DICE,M
Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,Naughty Dog,T
FIFA 12,PS3,2011,Sports,Electronic Arts,,
The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,Epic Games,M
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,Turn 10,E
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,,
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,Ubisoft Montreal,M
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,Ubisoft Montreal,M
FIFA 12,X360,2011,Sports,Electronic Arts,,
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,Nintendo,E10+
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,Bethesda Game Studios,M
Nintendogs + cats,3DS,2011,Simulation,Nintendo,,
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,,
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,Media Molecule,E
L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,Team Bondi,M
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,,
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,Toys for Bob,E10+
Battlefield 3,PC,2011,Shooter,Electronic Arts,EA DICE,M
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,Guerrilla,M
Saints Row: The Third,X360,2011,Action,THQ,Volition Inc.,M
L.A. Noire,X360,2011,Adventure,Take-Two Interactive,Team Bondi,M
Madden NFL 12,X360,2011,Sports,Electronic Arts,EA Tiburon,E
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,Square Enix,T
NBA 2K12,X360,2011,Sports,Take-Two Interactive,Visual Concepts,E
Saints Row: The Third,PS3,2011,Action,THQ,Volition Inc.,M
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,343 Industries,M
Dead Island,X360,2011,Action,Deep Silver,Techland,M
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,Frontier Developments,E10+
Dead Island,PS3,2011,Action,Deep Silver,Techland,M
Madden NFL 12,PS3,2011,Sports,Electronic Arts,EA Tiburon,E
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,Konami,E
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,Visual Concepts,E
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
Portal 2,X360,2011,Shooter,Valve Software,Valve Software,E10+
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,Harmonix Music Systems,T
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,From Software,M
Just Dance 3,X360,2011,Misc,Ubisoft,Ubisoft,E10+
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,Black Box,T
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,Sucker Punch,T
Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,,
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,Traveller's Tales,E10+
Portal 2,PS3,2011,Shooter,Valve,Valve Software,E10+
Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,HAL Labs,E10+
Rage,X360,2011,Shooter,Bethesda Softworks,id Software,M
Sonic Generations,PS3,2011,Platform,Sega,Sega,E
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,Traveller's Tales,E10+
Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,Mind Candy,E
Go Vacation,Wii,2011,Misc,Namco Bandai Games,Namco Bandai Games,E10+
Dead Space 2,X360,2011,Shooter,Electronic Arts,Visceral Games,M
Football Manager 2012,PC,2011,Sports,Sega,Sports Interactive,E
Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,Level 5,E10+
Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,Insomniac Games,M
LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,Traveller's Tales,E10+
Homefront,X360,2011,Shooter,THQ,Kaos Studios,M
Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,BioWare,M
LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,Hellbent Games,E
Dead Space 2,PS3,2011,Shooter,Electronic Arts,Visceral Games,M
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,Eidos Montreal,M
Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,Eidos Montreal,M
Need for Speed: The Run,X360,2011,Action,Electronic Arts,Black Box,T
Crysis 2,X360,2011,Action,Electronic Arts,Crytek,M
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,Capcom,T
The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,,
Rage,PS3,2011,Shooter,Bethesda Softworks,id Software,M
Crysis 2,PS3,2011,Action,Electronic Arts,Crytek,M
WWE '12,X360,2011,Fighting,THQ,Yuke's,T
Cars 2,DS,2011,Racing,Disney Interactive Studios,,
Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,Bandai Namco Games,T
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,Capcom,T
F1 2011,PS3,2011,Racing,Codemasters,Codemasters,E
WWE '12,PS3,2011,Fighting,THQ,Yuke's,T
LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,Traveller's Tales,E10+
Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,Ubisoft,E
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,Ambrella,E10+
Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment,,
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,Traveller's Tales,E10+
Rocksmith,PS3,2011,Misc,Ubisoft,Ubisoft,T
Rocksmith,X360,2011,Misc,Ubisoft,Ubisoft,T
Dragon Age II,X360,2011,Action,Electronic Arts,BioWare,M
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,EA Canada,M
Plants vs. Zombies,DS,2011,Strategy,Mastertronic,TOSE,E10+
Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,,
LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,Traveller's Tales,E
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom,,
DiRT 3,PS3,2011,Racing,Codemasters,Codemasters,T
Brink,X360,2011,Shooter,Bethesda Softworks,Splash Damage,T
LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios,Traveller's Tales,E10+
Disney Universe,Wii,2011,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
Rayman Origins,PS3,2011,Platform,Ubisoft,UBlart Montpellier,E10+
NCAA Football 12,X360,2011,Sports,Electronic Arts,EA Sports,E
Kirby: Mass Attack,DS,2011,Platform,Nintendo,HAL Labs,E
Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,From Software,M
Skylanders: Spyro's Adventure,X360,2011,Action,Activision,Toys for Bob,E10+
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,CD Projekt Red Studio,M
PilotWings Resort,3DS,2011,Simulation,Nintendo,Monster Games Inc.,E
Driver: San Francisco,PS3,2011,Racing,Ubisoft,Ubisoft Reflections,T
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,Traveller's Tales,E10+
Star Fox 64 3D,3DS,2011,Shooter,Nintendo,Nintendo,E10+
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,Toys for Bob,E10+
Wipeout: In The Zone,X360,2011,Misc,Activision,Activision,E10+
Monster High: Ghoul Spirit,DS,2011,Misc,THQ,ImaginEngine,E
Wii Play: Motion,Wii,2011,Misc,Nintendo,Nintendo,E10+
Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,Omega Force,T
Homefront,PS3,2011,Shooter,THQ,Kaos Studios,M
LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,Disney Interactive Studios,Traveller's Tales,E10+
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,Zipper Interactive,M
Cars 2,Wii,2011,Racing,Disney Interactive Studios,,
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,Electronic Arts,E
The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,Crystal Dynamics,T
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,Square Enix,T
Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,Ubisoft Montreal,E10+
NCAA Football 12,PS3,2011,Sports,Electronic Arts,EA Sports,E
Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,Bandai Namco Games,T
Dragon Age II,PS3,2011,Action,Electronic Arts,BioWare,M
Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,Square Enix,
Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,City Interactive,M
Fight Night Champion,X360,2011,Fighting,Electronic Arts,EA Canada,M
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,Eurocom Entertainment Software,T
Rayman Origins,X360,2011,Platform,Ubisoft,UBlart Montpellier,E10+
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,Ubisoft,E10+
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,THQ,E
FIFA 12,Wii,2011,Sports,Electronic Arts,,
The Sims 3,3DS,2011,Simulation,Electronic Arts,EA Games,T
Portal 2,PC,2011,Shooter,Valve Software,Valve Software,E10+
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,Creatures Inc.,E
Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,Ubisoft Montreal,M
Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,Project Aces,T
Crysis 2,PC,2011,Action,Electronic Arts,Crytek,M
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,Square Enix,T
Brink,PS3,2011,Shooter,Bethesda Softworks,Splash Damage,T
Just Dance Wii,Wii,2011,Misc,Nintendo,,
F1 2011,X360,2011,Racing,Codemasters,Codemasters,E
DiRT 3,X360,2011,Racing,Codemasters,Codemasters,T
Catherine,PS3,2011,Adventure,Deep Silver,Atlus,M
NHL 12,X360,2011,Sports,Electronic Arts,Electronic Arts,E10+
Omerta: City of Gangsters,X360,2011,Simulation,Konami Digital Entertainment,Kalypso,T
Driver: San Francisco,X360,2011,Racing,Ubisoft,Ubisoft Reflections,T
The Sims: Medieval,PC,2011,Simulation,Electronic Arts,The Sims Studio,T
Top Spin 4,PS3,2011,Sports,Take-Two Interactive,2K Czech,E
RIFT,PC,2011,Role-Playing,Unknown,Trion Worlds,T
Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,Electronic Arts,,
Country Dance,Wii,2011,Misc,Funbox Media,High Voltage Software,E10+
Lalaloopsy,DS,2011,Simulation,Activision,Activision,E
Rayman 3D,3DS,2011,Platform,Ubisoft,Ubisoft Casablanca,E
Dragon Age II,PC,2011,Action,Electronic Arts,BioWare,M
The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,The Sims Studio,T
Just Dance 3,PS3,2011,Misc,Ubisoft,Ubisoft,E10+
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,Traveller's Tales,E10+
Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,Omega Force,T
Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,,
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,Electronic Arts,E
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,Cooking Mama Limited,E
The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,Ubisoft Quebec,T
Disney Universe,PS3,2011,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,Namco Bandai Games,Spike,T
Yakuza: Dead Souls,PS3,2011,Shooter,Sega,Ryu ga Gotoku Studios,M
Total War: Shogun 2,PC,2011,Strategy,Sega,Creative Assembly,T
Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,Ubisoft Montreal,M
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,Nixxes Software,M
MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,Spicy Horse,M
NHL 12,PS3,2011,Sports,Electronic Arts,Electronic Arts,E10+
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,High Impact Games,E10+
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,Vicarious Visions,E10+
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,T
Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,Konami,E
Disney Universe,X360,2011,Action,Disney Interactive Studios,Eurocom Entertainment Software,E10+
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,Bullets,E10+
God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,Ready at Dawn,M
Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,Clap Hanz,E
Rayman Origins,Wii,2011,Platform,Ubisoft,UBlart Montpellier,E10+
MX vs. ATV: Alive,X360,2011,Racing,THQ,THQ Digital Studio Phoenix,E
Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,,
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,Spike,T
Two Worlds II,X360,2011,Role-Playing,Unknown,Reality Pump,M
Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,Altron,E
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,,
Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,THQ,E
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,T
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,Ubisoft Montreal,E10+
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,Double Fine Productions,E
FIFA 12,PSP,2011,Sports,Electronic Arts,,
Cars 2,PS3,2011,Racing,Disney Interactive Studios,,
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,WBIE,T
Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,,
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,Konami,E
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,Eurocom Entertainment Software,T
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,Spicy Horse,M
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,Namco Bandai Games,E
Super Monkey Ball 3D,3DS,2011,Action,Sega,Sega,E
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,Racjin,T
Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,Project Aces,T
